ID;Année;Mois ;Date ;Pays;CATPROD;Produit;CATFRAU;OBJETFRAU;LINKSOURCE;;;;;;;;;;;;;;;;;;
GFF88026;2022;avr;07/04/2022;Italy;Fish and fish products;fish;Grey market;the authorities seized 1 ton of fish juveniles and 1,8 tons of fishes without traceability documentation;https://www.corriereditaranto.it/2022/04/05/111gdf-50-mila-euro-di-sanzioni-per-pesca-di-frodo/;;;;;;;;;;;;;;;;;;
GFF88027;2022;avr;08/04/2022;Mexico;Fish and fish products;fish;Adulteration,Product tampering;oceana mexico reported that dogfish and cod products are often replaced with other species,substitution rate was on average 31%(43% for fishmongers and 17% for supermarkets);https://yucatan.quadratin.com.mx/sucesos/reportan-sustitucion-de-especies-marinas-para-consumo-en-merida/;;;;;;;;;;;;;;;;;;
GFF88028;2022;avr;09/04/2022;Egypt;Meat and meat products (other than poultry;meat;Grey market;the authorities destroyed 2 tons of meat products unsuitable for human consuption and of unknow origin;https://www.tellerreport.com/life/2022-04-05-closing-and-waxing-a-famous-food-restaurant-in-egypt---video.Byk9oz5m9.html;;;;;;;;;;;;;;;;;;
GFF88029;2022;avr;10/04/2022;India;Milk and milk products;cheese;Adulteration,Product tampering;the punjab health department seized 1,4 tons of spurious and adulterated cheese;https://www.latestly.com/agency-news/india-news-14-quintals-of-adulterated-food-items-seized-by-punjab-health-dept-teams-3560324.html;;;;;;;;;;;;;;;;;;
GFF88030;2022;avr;11/04/2022;Dominican Republic;Alcoholic beverages;alcohol;Adulteration,Product tampering;6 people have died after consuming alcoholic beverages adulterated with methanol and repackaged into empty bottles from well-know brands;https://www.elcaribe.com.do/destacado/seis-personas-han-fallecido-a-causa-del-alcohol-adulterado-en-2022/;;;;;;;;;;;;;;;;;;
GFF88031;2022;avr;12/04/2022;Nigeria;Cereals and bakery products;rice;Grey market;the nigeria Customs Service seized 3,9 tons of contraband  rice.;https://punchng.com/suspected-smugglers-kill-ogun-customs-officer-dump-body-in-pit/;;;;;;;;;;;;;;;;;;
GFF88032;2022;avr;13/04/2022;Nigeria;Alcoholic beverages;alcohol;Grey market;the hisbah board seized 1 426 bottles of contraband alcoholic drinks,alcohol consumption is prohibited in the country;https://www.pulse.ng/news/local/hisbah-seizes-1426-bottles-of-alcoholic-beverages/fyd7v6p;;;;;;;;;;;;;;;;;;
GFF88033;2022;avr;14/04/2022;France;Poultry meat and poultry meat products;olive oil;Counterfeit;The Directorate General for Competition, Consumer Affairs and Fraud Prevention (DGCCRF) published the 2020 survey on olive oil quality. DGCCRF carried out 206 inspections at 177 establishments, analysing in total 97 samples. More than a third of the establishments checked had anomalies, mostly concerning the absence or inadequacy of labelling information, substitution of olive oil with other vegetable oils, or wrong geographical origins. Almost half of the 97 samples taken were non-compliant in terms of organoleptic characteristics.;https://www.economie.gouv.fr/dgccrf/etiquetage-et-composition-des-blocs-de-foie-gras-et-autres-produits-base-de-foie-gras-de;;;;;;;;;;;;;;;;;;
GFF88034;2022;avr;15/04/2022;Pakistan;Alcoholic beverages;alcohol;Adulteration,Product tampering;khyber Pakhtunkhwa Food Safety authority seized 1 000 litres of counterfeit beverages produced with water and unsafe chemicals;https://www.urdupoint.com/en/pakistan/kp-food-safety-authority-sealed-factory-in-sh-1494563.html;;;;;;;;;;;;;;;;;;
GFF88035;2022;avr;16/04/2022;Italy;Wine;wines;Counterfeit;the financial guard seized 3 307 170 litres of wine(total value of 5 160 000 euroseuros)without any traceability documentation,adulterated with water and sugar and with fake geographical indication,it is estimated that the criminals sold 4 million litres of wine between 2020 and 2021;https://www.lasicilia.it/italia/vino-fatto-con-lo-zucchero-sequestrata-cantina-a-monreale-1219110/;;;;;;;;;;;;;;;;;;
GFF88036;2022;avr;17/04/2022;Brazil;Wine;wines;Grey Market;The authorities seized 6000 bottles of contraband wine,;https://gauchazh.clicrbs.com.br/pioneiro/policia/noticia/2022/04/carreta-com-6-mil-vinhos-importados-ilegalmente-e-apreendida-em-vacaria-cl1rpa83y0003017cwog7cody.html;;;;;;;;;;;;;;;;;;
GFF88037;2022;avr;18/04/2022;India;Herbs and spices;spices;Adulteration, Product tampering;The authorities seized 465 Kg of spices (garam masala) adulterated with clay, dirt and husk. Products were considered harmful to human health.;https://timesofindia.indiatimes.com/city/rajkot/adulterated-garam-masala-found-in-unit/articleshow/90753733.cms;;;;;;;;;;;;;;;;;;
GFF88038;2022;avr;19/04/2022;Peru;Cereals and bakery products;sugar ,flour;Grey Market;The authorities seized 36 tons of contraband com, 2 tons of contraband sugar and 3 tons of contraband soy flour;https://larepublica.pe/sociedad/2022/04/11/cusco-incautan-mas-de-s-300000-de-mercaderia-de-contrabando-lrsd/;;;;;;;;;;;;;;;;;;
GFF88039;2022;avr;20/04/2022;Germany;Fish and fish products;seafood;Adulteration, Product tampering;In 2021, German authorities discovered that in 23 out of 230 (10%) seafood samples analysed the species was incorrectly labelled. Samples were taken all stages of the food chain ( manufacturer, wholesale,retail,catering).;https://ilsalvagente.it/2022/04/12/frodi-pesce-153989/;;;;;;;;;;;;;;;;;;
GFF88040;2022;avr;21/04/2022;Italy;Milk and milk products;milk;Counterfeit;The authorities seized 400 tons of cheese for counterfeiting a Geographical indication from sardinia, Right companies have been accused of using pasteurized milk rather than raw milk.;https://www.sardegnalive.net/news/in-sardegna/354638/lavorazione-sospetta-sequestrate-oltre-400-tonnellate-di-fiore-sardo;;;;;;;;;;;;;;;;;;
GFF88041;2022;avr;22/04/2022;Malaysia;Meat and meat products (other than poultry;buffalo products;Document forgery;The authorities seized 1 ton of buffalo hock tendon, 3 tons of buffalo tail, 6 tons of bufalo heart and 17 tons of buffalo lungs, The buffalo products, imoprted from India, were presenting fake inaccurate information.;https://www.thestar.com.my/news/nation/2022/04/13/maqis-seizes-over-rm250000-worth-of-buffalo-offal-in-penang;;;;;;;;;;;;;;;;;;
GFF88042;2022;avr;23/04/2022;Pakistan;Herbs and spices;spices;Adulteration, Product tampering;The Khyber Pakhtunkhwa Food Safety Authority seized over 2 tons of spices adulterated with bran mixture. In other operation the Khyber Pakhtunkhwa Food Safety Authority seized additional 3 tons of adulterated spices.;https://www.urdupoint.com/en/pakistan/sfa-cracks-down-continue-on-counterfeit-spice-1496463.html;;;;;;;;;;;;;;;;;;
GFF88043;2022;avr;24/04/2022;Pakistan;Milk and milk products;milk;Adulteration, Product tampering;The Punjab Food Authority(PFA) destroyed in total 13 334 litres of milk adulterated with various compounds, as e.g. unsafe powder, detergents,polluted water, formalin, and urea.;https://www.thenews.com.pk/print/950595-gas-power-outages-haunt-masses;;;;;;;;;;;;;;;;;;
GFF88044;2022;avr;25/04/2022;Italy;Meat and meat products (other than poultry;meat;Grey Market;The authorities rescued 150 sheep ready to be illegally slaughtered.;http://www.ilgiornalenuovo.it/2022/04/marsica-macellazione-abusiva-di-carne-ovina-e-bovina-controlli-e-sequestri-del-nas/;;;;;;;;;;;;;;;;;;
GFF88045;2022;avr;26/04/2022;Bolivia;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;seafood;Grey Market;The National customs and senasag seized more than 16 tons of contraband seafood from argentina (total value of 33 500 Euros),;https://www.lostiempos.com/actualidad/pais/20220415/aduana-senasag-decomisan-16-toneladas-pescado-contrabando-santa-cruz;;;;;;;;;;;;;;;;;;
GFF88046;2022;avr;27/04/2022;Portugal;Eggs and egg products;eggs;Misdescription, mislabelling, Misbranding;The Economic and food Safety Authority (ASAE) seized 1338 120 eggs (total value of 105 935 Euros) lacking some mandatory information on the label, as batch number, dates and origin.;https://24.sapo.pt/atualidade/artigos/asae-apreende-mais-de-13-milhoes-de-ovos;;;;;;;;;;;;;;;;;;
GFF88047;2022;avr;28/04/2022;Malaysia;Cereals and bakery products;rice;Document forgery;The authorities seized almost 3 tons of contraband rice(total value of 3 390 euros);https://www.thesundaily.my/home/gof7-seize-firecrackers-rice-worth-over-rm40000-BL9085517;;;;;;;;;;;;;;;;;;
GFF88048;2022;avr;29/04/2022;India;Alcoholic beverages;liquor;Grey Market;The authorities seized 1 200 bottles of contraband liquor. The authorities seized 900 litres bottles of illicit liquor.;https://www.northernirelandnews.com/news/272489985/meghalaya-bsf-seizes-1200-bottles-of-liquor-from-international-border;;;;;;;;;;;;;;;;;;
GFF88049;2022;avr;30/04/2022;Pakistan;Cereals and bakery products;wheat;Grey Market;The authorities seized in total 2 737 tons of contraband wheat.;https://www.urdupoint.com/en/pakistan/food-dept-foiled-wheat-smuggling-1906-ton-gr-1498471.html;;;;;;;;;;;;;;;;;;
GFF88050;2022;avr;01/04/2022;Tunisia;Fish and fish products;tuna;Grey Market;The authorities seized 25 tons of contraband tuna, for a total value of arround 115 500 Euros.;http://kapitalis.com/tunisie/2022/04/20/tunisie-saisie-de-25-tonnes-de-poisson-de-contrebande-a-kairouan-douane/;;;;;;;;;;;;;;;;;;
GFF88051;2022;avr;02/04/2022;Algeria;Meat and meat products (other than poultry;meat;Grey Market;The authorities seized 5,1 tons of offal and heads of cattle without traceability documentation and unfit for human consumption. Additional 1.3 tons of meat either unfit for human consumption or slaughtered clandestinely were seized as well.;http://www.lequotidien-oran.com/index.php?news=5311761;;;;;;;;;;;;;;;;;;
GFF88052;2022;avr;03/04/2022;India;Fish and fish products;fish;Adulteration, Product tampering;"As part of the ""Operation Matsya"", the authorities seized 3,6 tons of stale and chemically contaminated fish. Contaminants included ammonia and formalin.";https://morningexpress.in/1706-88-kg-of-stale-fish-seized-the-total-destroyed-was-3631-88-kg-extensive-inspection-in-the-state/;;;;;;;;;;;;;;;;;;
GFF88053;2022;avr;04/04/2022;Hong Kong;Meat and meat products (other than poultry;meat;Grey Market;The authorities seized 48 tons of contraband frozen meat, for a total value of 1.1 million Euros.;https://www.scmp.com/news/hong-kong/law-and-crime/article/3175355/coronavirus-chinese-coastguard-gunboats-patrol-hong;;;;;;;;;;;;;;;;;;
GFF88054;2022;avr;05/04/2022;Italy;Food;meat, salami,sweets,cheese, wine;Counterfeit,Grey market,Misdescription,mislabelling,misbranding;"Within the""Operation Crepuscol"", the authorities seized 9 tons of food (meat,salami,sweets, cheese), 2 018 litres of vinegar, and 300 litres of wine (total value of 127 000 Euros), Frauds included : falsification of expiry dates, Misuse of logos from Geographical indications, mislabelling and/or lack of information, lack of traceability documentation";http://www.strettoweb.com/2022/04/reggio-calabria-denunciato-il-titolare-di-un-azienda-alimentare/1333753/;;;;;;;;;;;;;;;;;;
GFF88055;2022;avr;06/04/2022;Kuwait;Alcoholic beverages;liquor;Grey Market;The authorities seized 14 720 bottles of contraband liquor.;http://www.arabtimesonline.com/news/customs-thwarts-smuggling-of-14720-liquor-bottles/;;;;;;;;;;;;;;;;;;
GFF88056;2022;avr;07/04/2022;Colombia;Fish and fish products;seafood;Grey Market;The authorities seized 6 tons of contraband seafood illegally smuggled from venezuela ( total value of  25 400 Euros).;https://www.elheraldo.co/la-guajira/decomisan-6-mil-kilos-de-pescado-de-contrabando-904943;;;;;;;;;;;;;;;;;;
GFF88057;2022;mars;01/03/2022;Pakistan;Milk and milk products;milk;"Adulteration, Product
tampering";"The Punjab Food Authority (PFA) discarded in total 24 900 litres of milk adulterated with
prohibited ingredients (e.g. thickening chemicals and detergents).";https://www.urdupoint.com/en/pakistan/pfa-disposes-off-7700-litres-adulterated-milk-1477938.html;;;;;;;;;;;;;;;;;;
GFF88058;2022;mars;02/03/2022;China;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;seafood;Grey market;"The General Administration of Customs of China (GACC) has uncovered a criminal network
smuggling 183 700 metric tons of frozen seafood (total value of 354 million Euros)";https://www.undercurrentnews.com/2022/03/02/china-breaks-multi-million-dollar-seafood-smuggling-rings/;;;;;;;;;;;;;;;;;;
GFF88059;2022;mars;03/03/2022;Thailand;Alcoholic beverages;liquor;Grey market;"Thai authorities seized 3 300 contraband bottles of foreign liquor (total value of 25 000
Euros";https://www.bangkokpost.com/thailand/general/2272771/smuggled-cigarettes-whiskey-seized-in-songkhla;;;;;;;;;;;;;;;;;;
GFF88060;2022;mars;04/03/2022;Spain;Wine;wines;"Adulteration, Product
tampering
Misdescription,
Mislabelling, Misbranding";"The Civil Guard seized 14 742 litres of wine adulterated with unauthorised additives and
falsely labelled";https://www.lavozdegalicia.es/noticia/ourense/coles/2022/03/03/incautan-14742-litros-vino-adulterado-firma-exportadora-situada-coles/0003_202203O3C2996.htm;;;;;;;;;;;;;;;;;;
GFF88061;2022;mars;05/03/2022;Italy;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;seafood;Grey market;"The Coast Guard seized in total around 27 tons of seafood products illegally fished or without
the necessary traceability documentation, sometimes even expired. In another operation, the authorities seized 30 longfin tunas (or albacore) with no traceability
documentation";https://www.okmugello.it/dall-italia/news-nazionali/11842/play-mp4-video-0R5G;;;;;;;;;;;;;;;;;;
GFF88062;2022;mars;06/03/2022;India;Alcoholic beverages;Liquor, beer, vodka and whisky;Grey market;"In March, the authorities seized 3 216 bottles of contraband Indian Made Foreign Liquor (IMFL)
and 2 712 bottles of beer, vodka and whisky. In another operation, the authorities destroyed 44 000 litres of illicit distilled liquor.";https://timesofindia.indiatimes.com/city/jaipur/imfl-worth-rs-30-lakh-seized-by-the-crime-branch-of-rajasthan-police/articleshow/89976688.cms;;;;;;;;;;;;;;;;;;
GFF88063;2022;mars;07/03/2022;Italy;Eggs and egg products;chicken eggs;Grey market;"The authorities seized 1 670 chickens illegally farmed (total value of 150 000 Euros) and 16
720 chicken eggs (total value of 3 000 Euros) with no traceability documentation.";https://www.antennasud.com/influenza-aviaria-sequestri-nas-galline-uova-lecce/;;;;;;;;;;;;;;;;;;
GFF88064;2022;mars;08/03/2022;Italy;Fats and oils;olive oil;Grey market;"The Carabinieri seized 2.76 tons of olive oil (total value of 30 000 Euros) lacking the required
traceability documentation";https://www.leccesette.it/cronaca/81307/olio-di-oliva-privo-di-tracciabilita-sequestro-dei-carabinieri-del-nas-di-lecce.html;;;;;;;;;;;;;;;;;;
GFF88065;2022;mars;09/03/2022;Pakistan;Herbs and spices;spices;Adulteration, Product tampering;"The Khyber Pakhtunkhwa Food Safety and Halal Food Authority (FS&HFA) seized 2.15 tons of
expired spices used to manufacture Nimko and other food items. In another operation, the FS&HFA seized additional 2.1 tons of expired and unsafe spices used
to produce chips and salt";https://www.urdupoint.com/en/pakistan/kp-fshfa-seals-food-factory-in-hattar-seize-1480162.html;;;;;;;;;;;;;;;;;;
